Name1,Rank1,Wins1,Losses1,surfaceWins1,surfaceLosses1,bestOfWins1,bestOfLosses1,tournamentWins1,tournamentLosses1,Gap1,Length1,tbWins1,tbLoses1,deciderWins1,deciderLosses1,Odds1,Name2,Rank2,Wins2,Losses2,surfaceWins2,surfaceLosses2,bestOfWins2,bestOfLosses2,tournamentWins2,tournamentLosses2,Gap2,Length2,tbWins2,tbLoses2,deciderWins2,deciderLosses2,Odds2,h2h1,h2h2,Upset
Fognini F.,10.0,228,154,127,70,190,127,0,0,6.0,3328.0,117,85,9,8,1.22,Lenz J.,374.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,4.0,0,0,0.0
Ruud C.,69.0,25,26,24,17,21,21,1,1,1.0,1458.0,11,16,2,0,1.72,Rublev A.,78.0,53,61,12,14,44,52,1,1,2.0,1950.0,34,38,2,6,2.0,0,0,1.0
Gasquet R.,65.0,224,125,50,30,172,100,2,1,1.0,1104.0,128,98,6,4,2.0,Chardy J.,77.0,157,161,47,49,123,135,1,1,2.0,2103.0,129,122,7,5,1.72,4,2,1.0
Thiem D.,4.0,242,133,125,41,188,110,3,1,1.0,5608.0,152,120,6,6,1.16,Fucsovics M.,50.0,52,54,17,19,46,44,1,1,2.0,1770.0,34,33,0,9,5.0,0,0,0.0
Basilashvili N.,16.0,76,86,26,27,63,70,6,1,1.0,2618.0,57,54,4,6,2.2,Londero J.I.,56.0,19,15,18,13,16,13,1,0,1.0,1366.0,10,13,1,0,1.61,0,1,0.0
Krajinovic F.,58.0,45,49,11,9,40,38,1,0,2.0,2263.0,26,35,3,2,1.44,Klizan M.,62.0,110,119,60,43,97,96,6,0,3.0,911.0,73,68,5,4,2.62,0,0,0.0
Struff J.L.,36.0,109,128,39,47,95,104,2,3,2.0,1877.0,72,99,5,5,1.53,Carreno Busta P.,59.0,109,74,51,34,84,61,3,1,2.0,1124.0,76,56,4,8,2.37,1,1,1.0
Zverev A.,5.0,195,99,71,30,166,82,1,1,2.0,5460.0,127,85,10,2,1.28,Delbonis F.,67.0,107,118,83,64,100,96,4,1,2.0,1726.0,83,87,2,2,3.5,1,0,0.0
Fognini F.,10.0,229,154,128,70,191,127,1,0,2.0,2584.0,117,85,9,8,1.33,Molleker R.,150.0,4,8,3,4,4,6,2,2,3.0,1324.0,4,6,0,0,3.25,0,0,0.0
Basilashvili N.,16.0,77,86,27,27,64,70,7,1,2.0,2933.0,57,54,4,6,2.0,Chardy J.,77.0,158,161,48,49,124,135,2,1,2.0,1595.0,131,122,7,5,1.8,0,1,0.0
Thiem D.,4.0,243,133,126,41,189,110,4,1,2.0,5560.0,153,120,6,6,1.12,Rublev A.,78.0,54,61,13,14,45,52,2,1,2.0,1548.0,35,38,2,6,6.0,2,0,1.0
Zverev A.,5.0,196,99,72,30,167,82,2,1,1.0,5171.0,128,85,10,2,1.36,Krajinovic F.,58.0,46,49,12,9,41,38,2,0,1.0,1809.0,27,36,3,2,3.2,0,0,0.0
Fognini F.,10.0,230,154,129,70,192,127,2,0,1.0,2904.0,118,85,9,8,2.0,Carreno Busta P.,59.0,110,74,52,34,85,61,4,1,1.0,2182.0,77,56,4,8,1.8,0,5,1.0
Zverev A.,5.0,197,99,73,30,168,82,3,1,1.0,5253.0,129,85,10,2,1.44,Basilashvili N.,16.0,78,86,28,27,65,70,8,1,1.0,2730.0,57,54,4,6,2.75,1,0,1.0
Carreno Busta P.,59.0,111,74,53,34,86,61,5,1,1.0,3452.0,78,56,4,8,2.0,Rublev A.,78.0,55,61,14,14,46,52,3,1,1.0,5311.0,37,38,2,6,1.8,0,0,1.0
Basilashvili N.,16.0,79,86,29,27,66,70,9,1,1.0,6320.0,58,54,4,6,2.1,Rublev A.,78.0,56,61,15,14,47,52,4,1,1.0,1633.0,38,38,2,6,1.72,1,0,0.0
Sonego L.,56.0,19,21,11,15,17,16,0,0,5.0,1568.0,19,21,1,0,2.0,Delbonis F.,63.0,107,119,83,65,100,97,2,2,4.0,5171.0,83,88,2,2,1.72,1,0,0.0
Carballes Baena R.,76.0,42,49,36,36,40,42,1,2,3.0,1401.0,29,29,0,3,1.57,Dellien H.,89.0,9,12,9,11,8,10,0,0,6.0,2618.0,4,7,0,0,2.25,0,1,0.0
Klizan M.,60.0,110,120,60,44,97,97,5,1,4.0,1809.0,74,69,5,4,1.44,Bachinger M.,125.0,15,20,1,8,13,16,0,0,96.0,1407.0,12,15,0,0,2.62,0,0,1.0
Novak D.,119.0,6,13,3,6,4,9,2,3,7.0,1188.0,5,11,1,0,1.25,Rodionov J.,280.0,0,2,0,1,0,2,0,1,49.0,1329.0,0,1,0,0,3.75,1,0,0.0
Cecchinato M.,62.0,39,63,29,37,34,53,0,0,6.0,1726.0,34,36,1,7,2.0,Chardy J.,74.0,158,162,48,50,124,136,0,0,3.0,2730.0,131,122,7,5,1.72,0,0,1.0
Fabbiano T.,82.0,26,50,6,16,17,38,0,0,3.0,634.0,21,34,5,0,3.25,Munar J.,88.0,26,32,20,19,24,26,3,1,5.0,2940.0,26,20,2,0,1.33,0,0,1.0
Andujar P.,75.0,73,99,53,48,66,82,0,0,3.0,1351.0,39,49,3,0,2.2,Mayer L.,81.0,120,125,67,59,97,102,0,0,8.0,1324.0,97,81,2,6,1.61,1,3,0.0
Garcia-Lopez G.,158.0,126,149,62,56,108,126,0,1,63.0,1147.0,88,101,3,1,1.72,Kovalik J.,326.0,12,23,5,14,12,17,0,1,14.0,1222.0,7,18,0,0,2.0,0,1,1.0
Gasquet R.,68.0,224,126,50,31,172,101,0,0,6.0,1595.0,128,100,6,4,1.72,Kohlschreiber P.,73.0,198,152,89,53,168,126,10,2,8.0,1770.0,124,114,1,3,2.0,0,1,1.0
Carreno Busta P.,47.0,111,75,53,35,86,62,0,0,3.0,1633.0,78,57,4,8,1.66,Ruud C.,65.0,25,27,24,18,21,22,0,0,6.0,1548.0,11,17,2,0,2.1,1,0,1.0
Ofner S.,167.0,6,5,4,3,4,4,3,2,364.0,851.0,2,3,1,0,2.1,Miedler L.,258.0,0,2,0,0,0,2,0,0,315.0,1665.0,0,1,0,0,1.66,0,0,0.0
Fucsovics M.,54.0,52,55,17,20,46,45,0,0,6.0,5560.0,34,34,0,9,1.66,Ramos-Vinolas A.,69.0,123,132,80,65,104,112,0,1,2.0,659.0,74,97,6,7,2.1,2,0,1.0
Lajovic D.,26.0,103,124,63,58,88,102,9,4,5.0,2168.0,64,87,1,3,1.61,Chardy J.,74.0,159,162,49,50,125,136,1,0,2.0,1685.0,133,122,7,5,2.2,1,2,1.0
Ruud C.,65.0,26,27,25,18,22,22,1,0,1.0,1876.0,11,17,2,0,1.25,Bachinger M.,125.0,16,20,2,8,14,16,1,0,2.0,1369.0,14,16,0,0,3.75,0,0,0.0
Ramos-Vinolas A.,69.0,124,132,81,65,105,112,1,1,1.0,1825.0,74,98,6,7,1.8,Munar J.,88.0,27,32,21,19,25,26,4,1,1.0,1273.0,27,20,2,0,1.9,1,0,0.0
Cuevas P.,53.0,132,114,94,55,115,92,0,1,8.0,5608.0,88,99,3,2,1.5,Novak D.,119.0,7,13,4,6,5,9,3,3,2.0,624.0,5,11,1,0,2.5,0,0,0.0
Sonego L.,56.0,20,21,12,15,18,16,1,0,2.0,1830.0,21,22,1,0,2.1,Carballes Baena R.,76.0,43,49,37,36,41,42,2,2,2.0,1401.0,29,29,0,3,1.66,0,1,0.0
Verdasco F.,32.0,188,167,79,58,151,140,0,1,7.0,1974.0,131,131,10,9,1.4,Kovalik J.,326.0,13,23,6,14,13,17,1,1,1.0,417.0,7,19,0,0,2.75,0,0,0.0
Kohlschreiber P.,73.0,199,152,90,53,169,126,11,2,1.0,1665.0,124,114,1,3,1.83,Andujar P.,75.0,74,99,54,48,67,82,1,0,1.0,1457.0,39,49,3,0,1.83,2,2,1.0
Thiem D.,4.0,243,134,126,42,189,111,2,3,5.0,5311.0,153,122,6,6,1.07,Ofner S.,167.0,7,5,5,3,5,4,4,2,1.0,475.0,4,3,1,0,9.0,0,0,0.0
Ramos-Vinolas A.,69.0,125,132,82,65,106,112,2,1,1.0,1480.0,74,98,6,7,1.61,Chardy J.,74.0,160,162,50,50,126,136,2,0,1.0,2306.0,133,122,7,5,2.3,1,1,0.0
Cuevas P.,53.0,133,114,95,55,116,92,1,1,1.0,1456.0,88,100,3,2,1.72,Ruud C.,65.0,27,27,26,18,23,22,2,0,1.0,1320.0,12,17,2,0,2.1,0,0,1.0
Verdasco F.,32.0,189,167,80,58,152,140,1,1,1.0,1392.0,132,131,10,9,1.72,Sonego L.,56.0,21,21,13,15,19,16,2,0,1.0,1741.0,23,22,1,0,2.1,1,0,1.0
Thiem D.,4.0,244,134,127,42,190,111,3,3,1.0,4902.0,153,122,6,6,1.16,Andujar P.,75.0,75,99,55,48,68,82,2,0,1.0,1607.0,39,49,3,0,5.0,2,0,0.0
Ruud C.,65.0,28,27,27,18,24,22,3,0,1.0,1837.0,13,17,2,0,2.3,Ramos-Vinolas A.,69.0,126,132,83,65,107,112,3,1,1.0,1665.0,74,98,6,7,1.61,0,2,1.0
Thiem D.,4.0,245,134,128,42,191,111,4,3,1.0,5397.0,154,122,6,6,1.16,Sonego L.,56.0,22,21,14,15,20,16,3,0,1.0,2264.0,23,22,1,0,5.0,0,0,0.0
Thiem D.,4.0,246,134,129,42,192,111,5,3,1.0,5549.0,155,122,6,6,1.25,Ramos-Vinolas A.,69.0,127,132,84,65,108,112,4,1,1.0,1729.0,75,98,6,7,4.0,1,1,0.0
Millman J.,67.0,59,76,39,47,43,58,0,0,24.0,1680.0,46,60,2,3,1.3,Gunneswaran P.,90.0,4,13,2,8,4,10,0,1,7.0,1110.0,6,9,0,0,3.4,0,0,1.0
Kokkinakis T.,191.0,22,38,17,27,18,28,4,2,196.0,1070.0,25,27,2,3,1.4,Janvier M.,192.0,0,3,0,0,0,1,0,0,64.0,1252.0,1,2,0,0,2.75,0,0,0.0
Kukushkin M.,45.0,88,123,60,71,70,98,0,1,22.0,4925.0,62,73,2,5,1.66,Dzumhur D.,92.0,95,100,63,61,80,79,5,2,13.0,1330.0,54,46,4,3,2.1,0,3,0.0
Gulbis E.,129.0,111,107,63,59,89,85,0,0,8.0,805.0,70,75,4,1,2.37,Jung J.,134.0,4,9,2,5,4,8,0,1,7.0,1337.0,2,5,0,0,1.53,0,0,0.0
Granollers M.,103.0,97,127,42,66,76,105,2,1,10.0,1251.0,60,73,5,4,1.08,Gomez L.,492.0,0,5,0,5,0,5,0,2,363.0,1534.0,0,0,0,0,8.0,0,0,0.0
Sandgren T.,71.0,28,39,16,20,20,30,0,0,8.0,1872.0,21,32,2,0,1.36,Daniel T.,118.0,37,66,11,28,33,53,0,1,6.0,1230.0,30,36,2,2,3.0,0,0,1.0
Garin C.,37.0,22,18,0,1,21,13,0,0,9.0,1950.0,21,14,0,0,1.53,Londero J.I.,59.0,19,16,0,0,16,14,0,0,7.0,2933.0,10,13,1,0,2.37,0,0,1.0
Albot R.,41.0,48,74,25,41,39,58,0,0,7.0,1988.0,45,41,4,3,1.36,Tipsarevic J.,256.0,39,59,22,27,28,44,0,0,28.0,3735.0,29,47,5,9,3.0,0,0,0.0
Kwon S.W.,112.0,1,3,1,2,1,1,0,0,7.0,1439.0,1,3,0,0,1.28,Stebe C.M.,257.0,10,16,2,6,9,11,0,0,3.0,659.0,2,8,0,0,3.5,0,0,0.0
Dimitrov G.,57.0,241,138,165,87,191,111,0,0,7.0,986.0,146,128,7,2,1.66,Johnson S.,94.0,154,146,93,95,131,119,0,0,15.0,1108.0,116,117,6,2,2.1,4,2,0.0
Norrie C.,58.0,35,37,21,17,31,29,3,1,3.0,2270.0,23,20,0,0,1.3,Barrere G.,111.0,3,10,1,4,1,5,0,0,27.0,1828.0,4,7,0,3,3.4,0,0,0.0
Fritz T.,28.0,74,72,49,46,66,59,3,2,3.0,2605.0,55,45,1,10,1.28,Koepfer D.,123.0,2,4,1,2,1,3,0,0,27.0,1922.0,2,3,0,0,3.5,0,0,0.0
Albot R.,41.0,49,74,26,41,40,58,1,0,1.0,1216.0,46,41,4,3,1.4,Daniel T.,118.0,38,66,12,28,34,53,1,1,1.0,1319.0,30,36,2,2,2.75,0,0,0.0
Schwartzman D.,27.0,122,114,52,47,97,93,0,0,26.0,3150.0,67,70,5,1,1.25,Gulbis E.,129.0,112,107,64,59,90,85,1,0,2.0,822.0,71,75,4,1,3.75,0,0,0.0
Kukushkin M.,45.0,89,123,61,71,71,98,1,1,2.0,1623.0,63,73,2,5,2.37,Norrie C.,58.0,36,37,22,17,32,29,4,1,1.0,1473.0,24,20,0,0,1.53,0,0,0.0
Londero J.I.,59.0,20,16,1,0,17,14,1,0,1.0,2168.0,10,13,1,0,2.75,Kwon S.W.,112.0,2,3,2,2,2,1,1,0,1.0,691.0,1,3,0,0,1.4,0,0,1.0
Pella G.,24.0,91,96,26,41,76,77,0,0,22.0,3030.0,74,78,5,3,2.2,Dimitrov G.,57.0,242,138,166,87,192,111,1,0,1.0,1552.0,148,128,7,2,1.61,1,1,0.0
Fritz T.,28.0,75,72,50,46,67,59,4,2,1.0,1906.0,55,45,1,10,1.18,Gunneswaran P.,90.0,5,13,3,8,5,10,1,1,2.0,1469.0,6,9,0,0,4.5,0,0,0.0
Pouille L.,29.0,116,96,66,57,87,74,0,0,26.0,7960.0,97,75,7,5,1.66,Kokkinakis T.,191.0,23,38,18,27,19,28,5,2,2.0,536.0,25,27,2,3,2.1,0,0,1.0
Fognini F.,9.0,230,155,89,76,192,128,4,0,6.0,3452.0,118,86,9,8,1.72,Granollers M.,103.0,98,127,43,66,77,105,3,1,2.0,560.0,60,73,5,4,2.0,2,2,0.0
Schwartzman D.,27.0,123,114,53,47,98,93,1,0,1.0,1907.0,68,70,5,1,1.53,Kukushkin M.,45.0,90,123,62,71,72,98,2,1,1.0,1970.0,65,73,2,5,2.5,1,0,0.0
Pella G.,24.0,92,96,27,41,77,77,1,0,1.0,2512.0,74,78,5,3,1.61,Kwon S.W.,112.0,3,3,3,2,3,1,2,0,1.0,1456.0,1,3,0,0,2.3,0,0,0.0
Albot R.,41.0,50,74,27,41,41,58,2,0,1.0,1539.0,46,41,4,3,1.9,Kokkinakis T.,191.0,24,38,19,27,20,28,6,2,1.0,1654.0,25,27,2,3,1.9,0,0,0.0
Fognini F.,9.0,231,155,90,76,193,128,5,0,1.0,3172.0,118,86,9,8,2.2,Fritz T.,28.0,76,72,51,46,68,59,5,2,1.0,2059.0,55,45,1,10,1.66,1,0,1.0
Pella G.,24.0,93,96,28,41,78,77,2,0,1.0,2081.0,74,78,5,3,2.37,Schwartzman D.,27.0,124,114,54,47,99,93,2,0,1.0,2505.0,68,70,5,1,1.57,2,1,1.0
Fritz T.,28.0,77,72,52,46,69,59,6,2,1.0,4075.0,56,45,1,10,1.57,Albot R.,41.0,51,74,28,41,42,58,3,0,1.0,1315.0,46,41,4,3,2.37,0,0,0.0
Schwartzman D.,27.0,125,114,55,47,100,93,3,0,1.0,3045.0,68,70,5,1,2.1,Fritz T.,28.0,78,72,53,46,70,59,7,2,1.0,2496.0,56,45,1,10,1.72,1,1,0.0
Karlovic I.,80.0,157,135,93,84,133,111,5,3,14.0,1191.0,216,193,6,1,1.9,Fratangelo B.,124.0,17,31,9,19,15,22,1,1,110.0,1185.0,11,16,0,1,1.8,0,1,1.0
Kudla D.,98.0,45,82,21,49,34,63,3,4,7.0,1153.0,32,54,4,1,2.1,Paul T.,128.0,9,13,8,10,9,10,4,2,49.0,1253.0,7,9,0,3,1.66,0,0,1.0
Berankis R.,78.0,54,82,46,52,47,60,3,3,25.0,1464.0,40,60,2,3,1.72,Harris L.,85.0,3,12,2,7,2,8,0,0,27.0,7272.0,1,7,1,0,2.0,0,0,1.0
Copil M.,84.0,37,67,27,38,35,55,3,2,7.0,1235.0,41,43,0,1,1.72,Torpegaard M.,179.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,2.0,0,0,0.0
Tsonga J.W.,70.0,197,96,130,59,138,74,0,0,23.0,8695.0,133,95,7,5,1.22,Schnur B.,99.0,4,7,4,5,4,6,0,0,13.0,1104.0,6,5,0,0,4.0,0,0,0.0
Mannarino A.,66.0,150,168,88,106,124,141,1,1,12.0,1677.0,88,117,5,5,1.53,Ivashka I.,126.0,14,20,12,15,13,17,0,1,10.0,1366.0,8,13,0,0,2.37,0,0,0.0
Bublik A.,72.0,12,15,6,9,10,11,0,0,7.0,1756.0,10,11,0,0,2.0,Klahn B.,93.0,10,32,8,21,8,22,0,0,5.0,1873.0,19,17,0,9,1.72,0,0,0.0
Ebden M.,116.0,43,86,26,54,35,70,0,1,5.0,1108.0,28,48,2,1,1.61,Smyczek T.,281.0,35,67,27,50,28,55,4,6,14.0,443.0,22,39,1,1,2.2,1,1,1.0
Hurkacz H.,44.0,18,23,11,12,14,17,1,1,25.0,13374.0,14,18,0,0,1.28,Young D.,195.0,87,102,70,75,73,83,8,5,144.0,1045.0,57,44,3,7,3.5,1,0,0.0
Jaziri M.,101.0,74,113,48,71,66,93,6,5,7.0,1177.0,53,71,4,7,2.1,Polmans M.,172.0,0,3,0,2,0,2,0,1,197.0,1135.0,2,0,0,5,1.66,0,0,1.0
Evans D.,51.0,40,37,27,19,28,28,2,1,4.0,1879.0,34,29,0,3,1.4,Nishioka Y.,77.0,37,48,35,36,32,34,1,2,29.0,901.0,19,23,3,10,2.75,0,1,1.0
Kecmanovic M.,61.0,14,13,7,6,12,10,0,0,3.0,2174.0,9,12,1,0,1.61,Popyrin A.,87.0,8,16,6,11,4,12,0,0,4.0,1538.0,13,9,0,2,2.2,0,0,0.0
Opelka R.,43.0,25,29,21,18,22,25,0,2,3.0,2222.0,36,32,1,1,1.3,Eubanks C.,178.0,4,10,3,9,4,8,0,0,13.0,667.0,5,4,0,0,3.4,1,0,0.0
Thompson J.,46.0,35,53,20,31,29,36,2,3,8.0,1987.0,28,35,2,6,1.61,Sock J.,173.0,153,112,112,80,130,90,9,5,6.0,1154.0,110,93,3,1,2.2,1,0,0.0
Rublev A.,49.0,56,62,37,44,47,53,3,1,2.0,2711.0,38,39,2,6,1.36,Gojowczyk P.,122.0,53,63,38,40,49,50,0,0,29.0,2065.0,34,43,0,1,3.0,0,0,1.0
Kyrgios N.,52.0,136,82,93,51,100,60,0,1,27.0,8990.0,121,86,5,5,1.22,Kwiatkowski T.S.,206.0,0,3,0,2,0,2,0,1,365.0,138.0,0,3,0,1,4.0,0,0,0.0
Tiafoe F.,40.0,49,67,33,45,40,53,1,3,7.0,1617.0,50,53,1,9,1.53,Bublik A.,72.0,13,15,7,9,11,11,1,0,0.0,1420.0,11,11,0,0,2.37,0,0,0.0
Edmund K.,34.0,96,92,60,50,74,72,1,2,27.0,2560.0,69,68,4,10,1.4,Harris L.,85.0,4,12,3,7,3,8,1,0,1.0,1396.0,1,7,1,0,2.75,0,0,0.0
Medvedev D.,10.0,97,65,69,37,86,54,4,2,25.0,4135.0,51,42,0,7,1.18,Fratangelo B.,124.0,18,31,10,19,16,22,2,1,1.0,1111.0,12,17,0,1,4.5,0,0,0.0
Khachanov K.,8.0,100,78,55,48,76,66,0,1,26.0,4580.0,74,70,3,10,1.8,Tsonga J.W.,70.0,198,96,131,59,139,74,1,0,2.0,1421.0,134,95,7,5,1.9,0,2,1.0
Cilic M.,17.0,246,125,151,76,174,101,3,1,27.0,2710.0,171,111,12,9,1.36,Copil M.,84.0,38,67,28,38,36,55,4,2,2.0,938.0,41,44,0,1,3.0,2,1,0.0
Mannarino A.,66.0,151,168,89,106,125,141,2,1,2.0,1295.0,89,117,5,5,,Gombos N.,137.0,3,17,2,11,3,14,0,0,394.0,3934.0,4,7,0,2,,0,0,1.0
Herbert P.H.,38.0,67,79,40,50,53,61,1,1,7.0,1696.0,67,67,3,8,2.37,Kecmanovic M.,61.0,15,13,8,6,13,10,1,0,1.0,1515.0,10,12,1,0,1.53,0,0,1.0
Isner J.,15.0,238,138,164,93,189,113,10,5,6.0,3227.0,293,188,6,6,1.57,Hurkacz H.,44.0,19,23,12,12,15,17,2,1,1.0,1288.0,14,18,0,0,2.25,0,0,0.0
Auger-Aliassime F.,22.0,34,24,11,10,32,22,0,0,26.0,2476.0,29,18,0,0,2.0,Opelka R.,43.0,26,29,22,18,23,25,1,2,1.0,1319.0,37,32,1,1,1.72,0,0,0.0
Paire B.,30.0,168,173,85,97,135,147,3,3,9.0,2103.0,122,111,9,8,1.4,Polmans M.,172.0,1,3,1,2,1,2,1,1,1.0,858.0,2,0,0,5,2.75,0,0,0.0
Raonic M.,20.0,252,116,164,76,181,93,8,2,23.0,3375.0,202,123,6,4,1.14,Smyczek T.,281.0,36,67,28,50,29,55,5,6,1.0,636.0,22,39,1,1,5.5,2,0,0.0
De Minaur A.,25.0,45,35,39,22,36,25,5,1,3.0,2605.0,30,22,2,3,1.18,Gojowczyk P.,122.0,54,63,39,40,50,50,1,0,1.0,1461.0,36,43,0,1,4.5,0,0,1.0
Simon G.,33.0,204,161,121,93,161,135,0,1,27.0,2056.0,127,107,9,1,2.62,Kyrgios N.,52.0,137,82,94,51,101,60,1,1,0.0,1219.0,122,86,5,5,1.44,0,0,1.0
Tsitsipas S.,6.0,80,52,45,32,67,43,3,1,31.0,4854.0,58,47,1,1,1.33,Paul T.,128.0,10,13,9,10,10,10,5,2,3.0,992.0,7,9,0,3,3.25,0,0,0.0
Goffin D.,18.0,212,140,130,86,168,115,3,2,22.0,13925.0,108,110,7,6,1.4,Nishioka Y.,77.0,38,48,36,36,33,34,2,2,2.0,1756.0,19,23,3,10,2.75,1,0,1.0
Struff J.L.,35.0,109,129,58,61,95,105,0,0,7.0,2182.0,72,100,5,5,1.61,Thompson J.,46.0,36,53,21,31,30,36,3,3,2.0,1309.0,29,35,2,6,2.2,0,0,1.0
Edmund K.,34.0,97,92,61,50,75,72,2,2,2.0,1927.0,69,68,4,10,2.3,Tsonga J.W.,70.0,199,96,132,59,140,74,2,0,1.0,3750.0,135,95,7,5,1.61,0,1,0.0
Cilic M.,17.0,247,125,152,76,175,101,4,1,1.0,2587.0,173,111,12,9,2.2,Auger-Aliassime F.,22.0,35,24,12,10,33,22,1,0,1.0,2734.0,29,18,0,0,1.66,0,0,0.0
Raonic M.,20.0,253,116,165,76,182,93,9,2,1.0,1900.0,202,123,6,4,1.2,Gojowczyk P.,122.0,55,63,40,40,51,50,2,0,1.0,1980.0,37,43,0,1,4.5,1,1,1.0
Kecmanovic M.,61.0,16,13,9,6,14,10,2,0,1.0,1997.0,11,12,1,0,1.36,Gombos N.,137.0,4,17,3,11,4,14,1,0,1.0,1254.0,5,7,0,2,3.2,0,0,1.0
Medvedev D.,10.0,98,65,70,37,87,54,5,2,2.0,3077.0,51,42,0,7,1.4,Tiafoe F.,40.0,50,67,34,45,41,53,2,3,2.0,1879.0,51,53,1,9,3.0,0,0,0.0
Tsitsipas S.,6.0,81,52,46,32,68,43,4,1,1.0,4472.0,59,47,1,1,1.33,Thompson J.,46.0,37,53,22,31,31,36,4,3,1.0,2274.0,30,36,2,6,3.4,0,0,0.0
Isner J.,15.0,239,138,165,93,190,113,11,5,2.0,3063.0,293,188,6,6,1.3,Paire B.,30.0,169,173,86,97,136,147,4,3,2.0,1669.0,123,112,9,8,3.5,0,0,1.0
Kyrgios N.,52.0,138,82,95,51,102,60,2,1,2.0,2285.0,123,86,5,5,1.4,Nishioka Y.,77.0,39,48,37,36,34,34,3,2,1.0,2636.0,20,24,3,10,3.0,2,0,0.0
Edmund K.,34.0,98,92,62,50,76,72,3,2,1.0,2140.0,69,68,4,10,1.28,Gojowczyk P.,122.0,56,63,41,40,52,50,3,0,1.0,2230.0,37,43,0,1,3.75,2,0,1.0
Medvedev D.,10.0,99,65,71,37,88,54,6,2,1.0,3685.0,52,42,0,7,1.61,Cilic M.,17.0,248,125,153,76,176,101,5,1,1.0,3647.0,173,111,12,9,2.3,0,0,0.0
Tsitsipas S.,6.0,82,52,47,32,69,43,5,1,1.0,5054.0,60,47,1,1,1.3,Paire B.,30.0,170,173,87,97,137,147,5,3,1.0,3408.0,124,112,9,8,3.5,0,1,0.0
Kyrgios N.,52.0,139,82,96,51,103,60,3,1,1.0,1751.0,124,86,5,5,1.2,Gombos N.,137.0,5,17,4,11,5,14,2,0,2.0,1282.0,6,7,0,2,4.5,1,0,0.0
Tsitsipas S.,6.0,83,52,48,32,70,43,6,1,1.0,5413.0,61,47,1,1,1.8,Kyrgios N.,52.0,140,82,97,51,104,60,4,1,1.0,1368.0,124,86,5,5,2.0,0,0,1.0
Medvedev D.,10.0,100,65,72,37,89,54,7,2,2.0,4565.0,53,42,0,7,1.16,Gojowczyk P.,122.0,57,63,42,40,53,50,4,0,2.0,1745.0,37,43,0,1,5.0,0,0,0.0
Medvedev D.,10.0,101,65,73,37,90,54,8,2,0.0,3090.0,53,42,0,7,1.72,Kyrgios N.,52.0,141,82,98,51,105,60,5,1,0.0,5020.0,125,86,5,5,2.1,0,1,1.0
Garin C.,36.0,22,19,0,2,21,14,0,0,5.0,2168.0,21,14,0,0,1.66,Djere L.,37.0,39,40,5,16,35,32,0,0,13.0,2263.0,33,30,0,8,2.1,0,0,0.0
Fucsovics M.,55.0,52,56,31,27,46,46,1,1,6.0,1825.0,35,34,0,9,1.83,Norrie C.,62.0,36,38,22,18,32,30,0,0,4.0,1970.0,24,22,0,0,1.83,0,1,1.0
Raonic M.,19.0,253,117,165,77,182,94,10,6,4.0,2230.0,202,123,6,4,1.36,Pouille L.,30.0,116,97,66,58,87,75,1,3,4.0,1654.0,97,75,7,5,3.0,3,1,0.0
Struff J.L.,35.0,109,130,58,62,95,106,0,0,4.0,2274.0,73,101,5,5,2.25,Tsonga J.W.,60.0,199,97,132,60,140,75,9,2,4.0,2140.0,135,95,7,5,1.57,1,3,0.0
Schnur B.,98.0,4,8,4,6,4,7,0,2,7.0,1421.0,6,6,0,0,2.37,Paul T.,128.0,10,14,9,11,10,11,0,0,4.0,4472.0,7,10,0,3,1.53,0,0,1.0
Basilashvili N.,17.0,80,86,43,47,67,70,0,1,8.0,2711.0,59,54,4,6,1.57,Lajovic D.,28.0,103,125,36,54,88,103,0,0,5.0,2306.0,64,87,1,3,2.25,2,1,0.0
Wawrinka S.,22.0,251,118,154,72,167,95,6,5,33.0,2570.0,190,106,7,2,1.36,Dimitrov G.,54.0,242,139,166,88,192,112,10,6,4.0,2512.0,148,128,7,2,3.0,4,4,0.0
Kukushkin M.,44.0,90,124,62,72,72,99,0,0,3.0,2505.0,65,73,2,5,1.83,Mannarino A.,69.0,151,169,89,107,125,142,3,3,5.0,1254.0,89,118,5,5,1.83,0,1,1.0
Bautista Agut R.,13.0,134,70,77,38,103,57,3,1,10.0,3285.0,66,66,4,7,1.14,Tomic B.,95.0,129,128,82,74,103,103,4,4,10.0,1822.0,104,100,5,7,5.5,1,1,0.0
Kwon S.W.,97.0,3,4,3,3,3,2,0,0,3.0,2081.0,1,3,0,0,1.44,Ivashka I.,125.0,14,21,12,16,13,18,2,1,7.0,1295.0,8,14,0,0,2.62,0,0,1.0
Paire B.,29.0,170,174,87,98,137,148,5,5,2.0,5413.0,124,113,9,8,1.61,Gasquet R.,66.0,224,127,143,78,172,102,5,3,6.0,1665.0,128,100,6,4,2.2,1,6,1.0
Shapovalov D.,32.0,56,54,44,34,46,45,7,3,34.0,2104.0,45,50,1,7,1.5,Herbert P.H.,40.0,67,80,40,51,53,62,1,2,5.0,1997.0,67,68,3,8,2.5,0,1,0.0
Monfils G.,20.0,210,117,130,64,158,93,8,4,36.0,2807.0,128,90,7,7,1.14,Polansky P.,172.0,8,26,7,19,8,20,4,5,168.0,3693.0,10,13,0,2,5.5,0,0,0.0
