Name1,Rank1,Wins1,Losses1,surfaceWins1,surfaceLosses1,bestOfWins1,bestOfLosses1,tournamentWins1,tournamentLosses1,Gap1,Length1,tbWins1,tbLoses1,deciderWins1,deciderLosses1,Odds1,Name2,Rank2,Wins2,Losses2,surfaceWins2,surfaceLosses2,bestOfWins2,bestOfLosses2,tournamentWins2,tournamentLosses2,Gap2,Length2,tbWins2,tbLoses2,deciderWins2,deciderLosses2,Odds2,h2h1,h2h2,Upset
Londero J.I.,71.0,15,14,14,12,12,12,1,1,2.0,1091.0,8,12,1,0,1.57,Dellien H.,94.0,9,10,9,9,8,8,1,0,2.0,1032.0,4,6,0,0,2.25,0,1,0.0
Jarry N.,64.0,40,42,27,20,38,33,2,0,2.0,1332.0,44,37,0,8,2.0,Chardy J.,80.0,156,160,46,48,122,134,2,2,2.0,1944.0,128,121,7,5,1.8,0,1,0.0
Sousa J.,56.0,158,183,61,65,134,158,7,2,1.0,1416.0,102,106,9,2,2.3,Delbonis F.,70.0,105,117,81,63,98,95,5,3,1.0,1814.0,81,86,2,2,1.61,3,2,1.0
Gasquet R.,50.0,223,124,49,29,171,99,4,1,1.0,1421.0,127,97,6,4,2.1,Londero J.I.,71.0,16,14,15,12,13,12,2,1,1.0,1410.0,9,12,1,0,1.72,0,1,1.0
Carballes Baena R.,77.0,40,47,34,34,38,40,3,2,2.0,1330.0,29,28,0,3,1.8,Ramos-Vinolas A.,99.0,117,131,74,64,98,111,8,2,2.0,1974.0,72,97,6,7,2.0,2,2,1.0
Jarry N.,64.0,41,42,28,20,39,33,3,0,1.0,1595.0,44,37,0,8,2.2,Delbonis F.,70.0,106,117,82,63,99,95,6,3,1.0,1741.0,82,86,2,2,1.66,0,0,0.0
Londero J.I.,71.0,17,14,16,12,14,12,3,1,1.0,1765.0,10,12,1,0,2.1,Ramos-Vinolas A.,99.0,118,131,75,64,99,111,9,2,1.0,1306.0,72,97,6,7,1.72,0,0,0.0
Jarry N.,64.0,42,42,29,20,40,33,4,0,1.0,1686.0,44,37,0,8,1.61,Londero J.I.,71.0,18,14,17,12,15,12,4,1,1.0,1369.0,10,12,1,0,2.3,0,1,0.0
Tomic B.,103.0,127,126,29,22,101,101,0,2,13.0,1343.0,102,99,5,7,1.44,Ivashka I.,141.0,12,19,0,0,11,16,0,0,115.0,2125.0,7,12,0,0,2.62,0,0,1.0
Gunneswaran P.,89.0,4,11,2,3,4,8,0,0,14.0,2556.0,5,8,0,0,3.25,Granollers M.,98.0,94,126,8,10,73,104,3,1,12.0,1358.0,59,72,5,4,1.33,0,0,1.0
Karlovic I.,82.0,157,134,33,20,133,110,16,5,12.0,1318.0,216,191,6,1,1.25,Andreozzi G.,113.0,10,23,0,2,9,16,0,0,13.0,1767.0,6,11,1,0,3.75,0,0,1.0
Majchrzak K.,102.0,0,3,0,2,0,1,0,0,14.0,1758.0,1,1,0,8,1.1,Gray A.,,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,7.0,0,0,0.0
Sandgren T.,72.0,26,37,3,4,18,28,0,1,7.0,1441.0,21,30,2,0,1.44,Istomin D.,107.0,112,140,18,18,94,115,0,0,13.0,1420.0,89,96,4,8,2.62,0,0,0.0
Bublik A.,83.0,8,13,0,3,6,9,0,0,14.0,1161.0,8,9,0,0,2.0,Bolt A.,150.0,4,13,1,3,2,9,0,1,128.0,1663.0,4,7,1,2,1.72,0,0,0.0
Schnur B.,97.0,4,6,0,1,4,5,0,0,14.0,940.0,6,5,0,0,2.1,Ebden M.,110.0,40,84,13,18,32,68,4,5,14.0,2091.0,27,47,2,1,1.66,0,0,1.0
Klahn B.,84.0,9,30,2,6,7,20,0,0,15.0,2158.0,17,16,0,9,2.5,Kudla D.,100.0,44,80,18,18,33,61,2,3,13.0,12935.0,31,54,4,1,1.5,0,0,1.0
Ramanathan R.,134.0,13,17,6,2,13,17,4,1,141.0,2380.0,7,5,0,0,1.8,Stakhovsky S.,145.0,62,90,16,16,48,70,1,2,27.0,1469.0,40,58,3,1,1.9,0,0,0.0
Jung J.,127.0,4,7,2,3,4,6,2,1,147.0,1619.0,2,3,0,0,2.62,Troicki V.,167.0,124,120,16,15,97,102,0,0,19.0,945.0,83,80,9,1,1.44,0,0,1.0
Johnson S.,68.0,154,145,32,24,131,118,8,3,10.0,4790.0,116,115,6,2,1.25,Eubanks C.,188.0,3,9,0,0,3,7,0,0,117.0,1286.0,3,4,0,0,3.75,0,0,1.0
Zverev M.,211.0,73,98,17,13,61,87,0,1,15.0,451.0,47,73,4,11,2.5,Smyczek T.,224.0,35,66,5,9,28,54,4,4,147.0,798.0,22,38,1,1,1.5,2,0,0.0
Bublik A.,83.0,9,13,1,3,7,9,1,0,1.0,1045.0,9,9,0,0,2.37,Troicki V.,167.0,125,120,17,15,98,102,1,0,1.0,760.0,85,80,9,1,1.53,0,0,0.0
Kudla D.,100.0,45,80,19,18,34,61,3,3,1.0,1226.0,32,54,4,1,1.57,Ebden M.,110.0,41,84,14,18,33,68,5,5,1.0,1104.0,27,47,2,1,2.25,0,0,1.0
Thompson J.,43.0,35,51,8,12,29,34,1,2,15.0,2082.0,28,33,2,6,1.66,Granollers M.,98.0,95,126,9,10,74,104,4,1,2.0,1197.0,59,72,5,4,2.1,1,0,1.0
Ivashka I.,141.0,13,19,1,0,12,16,1,0,2.0,938.0,8,12,0,0,2.0,Eubanks C.,188.0,4,9,1,0,4,7,1,0,1.0,1108.0,5,4,0,0,1.72,0,0,0.0
Mannarino A.,62.0,150,167,45,29,124,140,7,6,15.0,3006.0,88,117,5,5,1.61,Sandgren T.,72.0,27,37,4,4,19,28,1,1,2.0,1315.0,21,31,2,0,2.2,1,0,1.0
Andreozzi G.,113.0,11,23,1,2,10,16,1,0,2.0,1191.0,8,11,1,0,2.0,Zverev M.,211.0,74,98,18,13,62,87,1,1,1.0,443.0,48,73,4,11,1.72,0,0,1.0
Isner J.,15.0,234,137,27,15,185,112,9,3,13.0,3600.0,290,184,6,6,1.4,Majchrzak K.,102.0,1,3,1,2,1,1,1,0,2.0,,1,1,0,8,2.75,0,0,0.0
Humbert U.,48.0,11,17,4,3,7,13,0,0,9.0,13237.0,12,15,1,6,1.5,Ramanathan R.,134.0,14,17,7,2,14,17,5,1,1.0,781.0,8,6,0,0,2.5,0,0,0.0
Granollers M.,98.0,96,126,10,10,75,104,5,1,2.0,1613.0,60,72,5,4,1.4,Zverev M.,211.0,75,98,19,13,63,87,2,1,2.0,742.0,48,73,4,11,3.0,0,1,0.0
Humbert U.,48.0,12,17,5,3,8,13,1,0,2.0,1379.0,13,15,1,6,1.4,Ivashka I.,141.0,14,19,2,0,13,16,2,0,2.0,667.0,8,12,0,0,3.0,0,0,0.0
Sandgren T.,72.0,28,37,5,4,20,28,2,1,2.0,1677.0,21,31,2,0,1.57,Bublik A.,83.0,10,13,2,3,8,9,2,0,2.0,1002.0,9,9,0,0,2.37,0,1,1.0
Isner J.,15.0,235,137,28,15,186,112,10,3,2.0,2590.0,290,185,6,6,1.33,Ebden M.,110.0,42,84,15,18,34,68,6,5,2.0,1091.0,27,47,2,1,3.4,3,1,0.0
Bublik A.,83.0,11,13,3,3,9,9,3,0,1.0,1456.0,9,9,0,0,2.62,Granollers M.,98.0,97,126,11,10,76,104,6,1,1.0,806.0,60,72,5,4,1.5,0,0,0.0
Isner J.,15.0,236,137,29,15,187,112,11,3,1.0,2566.0,290,185,6,6,1.5,Humbert U.,48.0,13,17,6,3,9,13,2,0,1.0,1366.0,14,15,1,6,2.62,0,0,0.0
Isner J.,15.0,237,137,30,15,188,112,12,3,1.0,3017.0,291,186,6,6,1.33,Bublik A.,83.0,12,13,4,3,10,9,4,0,1.0,1251.0,10,9,0,0,3.4,0,0,0.0
Vesely J.,142.0,99,120,43,48,80,96,3,2,10.0,1726.0,77,91,4,3,1.25,Stebe C.M.,453.0,6,14,3,6,5,9,0,0,14.0,865.0,1,6,0,0,3.75,0,0,0.0
Cecchinato M.,40.0,39,61,29,35,34,51,5,1,13.0,2415.0,33,35,1,7,2.0,Bedene A.,87.0,89,113,46,48,81,88,2,2,13.0,2325.0,64,74,3,7,1.72,0,2,1.0
Sousa P.,109.0,3,11,3,9,3,10,0,0,77.0,1447.0,1,6,0,0,1.72,Sinner J.,209.0,2,4,2,3,2,4,0,0,34.0,1082.0,1,2,0,0,2.0,0,0,1.0
Klizan M.,61.0,109,118,59,42,96,95,1,1,15.0,1578.0,73,67,5,4,1.53,Bagnis F.,152.0,15,38,14,27,13,29,0,0,98.0,1244.0,13,25,1,0,2.37,0,0,1.0
Lorenzi P.,114.0,87,134,50,63,75,110,3,2,15.0,3156.0,59,80,1,3,1.4,Torebko P.,384.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,2.75,0,0,0.0
Fabbiano T.,92.0,24,48,4,14,15,36,0,0,11.0,1874.0,19,34,5,0,2.37,Travaglia S.,105.0,5,14,1,4,3,8,0,1,49.0,1459.0,6,15,0,6,1.53,0,0,1.0
Trungelliti M.,161.0,11,11,10,9,7,7,3,2,137.0,1447.0,6,10,1,0,1.53,Serdarusic N.,290.0,0,2,0,2,0,2,0,1,364.0,1295.0,0,1,0,0,2.37,0,0,1.0
Galovic V.,197.0,2,4,2,2,2,4,0,0,35.0,934.0,2,2,0,0,3.4,Balazs A.,208.0,3,3,3,3,3,3,1,1,81.0,1152.0,2,1,0,0,1.3,0,0,1.0
Rublev A.,76.0,51,60,10,13,42,51,6,1,12.0,1526.0,33,38,2,6,1.57,Haase R.,78.0,129,159,49,54,118,132,3,1,13.0,2661.0,101,123,3,7,2.25,2,1,0.0
Mayer L.,60.0,118,123,65,57,95,100,0,0,13.0,1834.0,95,80,2,6,1.72,Andujar P.,79.0,70,97,50,46,63,80,0,0,14.0,1587.0,37,47,3,0,2.0,2,1,0.0
Krajinovic F.,58.0,43,48,9,8,38,37,0,0,14.0,1365.0,23,34,3,2,1.16,Daniel T.,112.0,36,64,25,32,32,51,0,1,49.0,2534.0,30,33,2,2,5.0,1,0,0.0
Moutet C.,81.0,7,15,6,10,3,10,0,0,13.0,2314.0,11,5,1,1,1.57,Caruso S.,125.0,3,9,2,4,1,6,0,0,14.0,1903.0,4,5,0,3,2.25,0,0,1.0
Krajinovic F.,58.0,44,48,10,8,39,37,1,0,1.0,1446.0,25,34,3,2,1.36,Balazs A.,208.0,4,3,4,3,4,3,2,1,1.0,500.0,3,2,0,0,3.0,0,0,1.0
Mayer L.,60.0,119,123,66,57,96,100,1,0,1.0,1622.0,96,80,2,6,1.44,Vesely J.,142.0,100,120,44,48,81,96,4,2,2.0,403.0,79,91,4,3,2.62,5,1,0.0
Fognini F.,9.0,228,153,127,69,190,126,1,1,11.0,3396.0,117,85,9,8,1.36,Travaglia S.,105.0,6,14,2,4,4,8,1,1,1.0,1157.0,6,15,0,6,3.0,0,1,1.0
Djere L.,32.0,37,38,31,18,33,30,2,1,13.0,2105.0,33,29,0,8,1.25,Lorenzi P.,114.0,88,134,51,63,76,110,4,2,1.0,541.0,60,81,1,3,3.75,3,1,0.0
Bagnis F.,152.0,16,38,15,27,14,29,1,0,2.0,1270.0,14,25,1,0,1.4,Serdarusic N.,290.0,1,2,1,2,1,2,1,1,2.0,460.0,0,1,0,0,2.75,0,0,0.0
Lajovic D.,36.0,98,123,58,57,83,101,2,1,17.0,2210.0,60,84,1,3,2.0,Rublev A.,76.0,52,60,11,13,43,51,7,1,2.0,1457.0,33,38,2,6,1.72,0,0,0.0
Coric B.,14.0,128,109,42,32,109,90,0,0,27.0,3623.0,78,79,2,6,1.33,Caruso S.,125.0,4,9,3,4,2,6,1,0,2.0,1123.0,5,5,0,3,3.25,0,0,1.0
Bedene A.,87.0,90,113,47,48,82,88,3,2,3.0,1710.0,64,74,3,7,1.33,Sinner J.,209.0,3,4,3,3,3,4,1,0,3.0,767.0,1,2,0,0,3.25,0,0,0.0
Djere L.,32.0,38,38,32,18,34,30,3,1,2.0,1786.0,33,29,0,8,1.9,Mayer L.,60.0,120,123,67,57,97,100,2,0,2.0,1293.0,96,80,2,6,1.9,1,0,0.0
Travaglia S.,105.0,7,14,3,4,5,8,2,1,2.0,3328.0,6,15,0,6,1.72,Balazs A.,208.0,5,3,5,3,5,3,3,1,2.0,1169.0,4,3,0,0,2.1,0,0,1.0
Lajovic D.,36.0,99,123,59,57,84,101,3,1,1.0,1992.0,60,84,1,3,1.72,Bedene A.,87.0,91,113,48,48,83,88,4,2,1.0,864.0,65,74,3,7,2.1,0,0,0.0
Caruso S.,125.0,5,9,4,4,3,6,2,0,1.0,2636.0,5,5,0,3,1.61,Bagnis F.,152.0,17,38,16,27,15,29,2,0,1.0,489.0,14,25,1,0,2.3,0,0,0.0
Djere L.,32.0,39,38,33,18,35,30,4,1,1.0,2200.0,33,30,0,8,1.5,Balazs A.,208.0,6,3,6,3,6,3,4,1,1.0,784.0,5,3,0,0,2.62,0,0,1.0
Lajovic D.,36.0,100,123,60,57,85,101,4,1,1.0,1876.0,60,85,1,3,1.5,Caruso S.,125.0,6,9,5,4,4,6,3,0,1.0,806.0,5,5,0,3,2.62,0,0,0.0
Lajovic D.,36.0,101,123,61,57,86,101,5,1,1.0,1692.0,61,85,1,3,1.5,Balazs A.,208.0,7,3,7,3,7,3,5,1,1.0,1531.0,5,3,0,0,2.62,0,0,0.0
Popyrin A.,95.0,6,15,4,10,2,11,0,0,19.0,3178.0,12,8,0,2,1.61,Kudla D.,101.0,45,81,21,48,34,62,3,2,5.0,1091.0,32,54,4,1,2.2,0,0,0.0
Thompson J.,43.0,35,52,20,30,29,35,0,0,5.0,1613.0,28,34,2,6,1.66,Norrie C.,54.0,32,36,18,16,28,28,3,1,18.0,4955.0,21,20,0,0,2.1,1,1,1.0
Copil M.,84.0,37,66,27,37,35,54,0,1,21.0,2077.0,41,41,0,1,2.5,Klahn B.,94.0,9,31,7,20,7,21,0,0,6.0,1226.0,17,17,0,9,1.5,0,1,1.0
Ebden M.,100.0,42,85,25,53,34,69,3,3,4.0,2566.0,27,47,2,1,2.62,Majchrzak K.,102.0,1,4,0,1,1,2,0,0,6.0,2590.0,2,1,0,8,1.44,0,0,0.0
Gunneswaran P.,88.0,4,12,2,7,4,9,0,1,8.0,1197.0,5,8,0,0,3.25,Kwon S.W.,117.0,0,2,0,1,0,0,0,0,22.0,3427.0,0,2,0,0,1.33,0,0,1.0
Opelka R.,57.0,22,28,18,17,19,24,3,2,18.0,2800.0,30,30,1,1,1.36,Bublik A.,71.0,12,14,6,8,10,10,0,0,2.0,2715.0,10,10,0,0,3.0,0,0,0.0
Evans D.,55.0,38,36,25,18,26,27,0,1,17.0,1630.0,33,26,0,3,1.33,Jung J.,138.0,4,8,2,4,4,7,0,0,7.0,760.0,2,5,0,0,3.25,0,0,0.0
Tiafoe F.,41.0,49,66,33,44,40,52,1,3,21.0,3945.0,50,52,1,9,1.33,Tomic B.,106.0,127,127,80,73,101,102,0,0,8.0,938.0,102,100,5,7,3.25,0,0,1.0
Albot R.,42.0,47,73,24,40,38,57,0,0,21.0,2391.0,43,40,4,3,1.83,Sandgren T.,70.0,28,38,16,19,20,29,0,0,4.0,1456.0,21,31,2,0,1.83,1,0,0.0
Humbert U.,46.0,13,18,6,10,9,14,0,0,4.0,3017.0,15,16,1,6,1.04,Gromley C.,,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,13.0,0,0,0.0
Kecmanovic M.,66.0,12,12,5,5,10,9,0,0,21.0,2095.0,7,11,1,0,1.33,Sock J.,180.0,153,111,112,79,130,89,4,4,190.0,883.0,110,91,3,1,3.25,0,0,0.0
Dimitrov G.,53.0,241,137,165,86,191,110,0,0,23.0,1612.0,146,127,7,2,1.12,King K.,405.0,0,4,0,2,0,3,0,1,407.0,656.0,0,2,0,0,6.0,0,0,1.0
Herbert P.H.,39.0,67,78,40,49,53,60,0,0,23.0,4753.0,67,66,3,8,1.83,Popyrin A.,95.0,7,15,5,10,3,11,1,0,2.0,1153.0,12,8,0,2,1.83,0,0,1.0
Norrie C.,54.0,33,36,19,16,29,28,4,1,2.0,1987.0,22,20,0,0,1.8,Kwon S.W.,117.0,1,2,1,1,1,0,1,0,1.0,1110.0,1,3,0,0,1.9,0,0,0.0
Albot R.,42.0,48,73,25,40,39,57,1,0,1.0,1872.0,44,40,4,3,2.5,Evans D.,55.0,39,36,26,18,27,27,1,1,1.0,1337.0,33,26,0,3,1.5,1,1,1.0
Isner J.,14.0,238,137,164,92,189,112,23,1,4.0,2715.0,292,186,6,6,1.53,Opelka R.,57.0,23,28,19,17,20,24,4,2,2.0,1756.0,31,30,1,1,2.37,1,2,1.0
Ebden M.,100.0,43,85,26,53,35,69,4,3,2.0,1133.0,28,47,2,1,1.83,Tomic B.,106.0,128,127,81,73,102,102,1,0,2.0,1617.0,103,100,5,7,1.83,0,0,1.0
De Minaur A.,34.0,41,35,35,22,32,25,1,1,21.0,2080.0,28,21,2,3,1.44,Klahn B.,94.0,10,31,8,20,8,21,1,0,3.0,1235.0,19,17,0,9,2.62,1,0,0.0
Fritz T.,32.0,71,71,46,45,63,58,3,3,22.0,2585.0,54,44,1,10,1.1,King K.,405.0,1,4,1,2,1,3,1,1,2.0,986.0,1,2,0,0,7.0,0,0,0.0
Humbert U.,46.0,14,18,7,10,10,14,1,0,2.0,,16,16,1,6,1.9,Kecmanovic M.,66.0,13,12,6,5,11,9,1,0,2.0,1154.0,9,11,1,0,1.8,0,1,1.0
De Minaur A.,34.0,42,35,36,22,33,25,2,1,1.0,1873.0,28,21,2,3,1.36,Tomic B.,106.0,129,127,82,73,103,102,2,0,1.0,1108.0,104,100,5,7,3.2,0,0,0.0
Evans D.,55.0,40,36,27,18,28,27,2,1,2.0,1988.0,34,27,0,3,2.0,Opelka R.,57.0,24,28,20,17,21,24,5,2,1.0,3227.0,33,31,1,1,1.8,0,0,1.0
Norrie C.,54.0,34,36,20,16,30,28,5,1,2.0,1439.0,22,20,0,0,1.72,Popyrin A.,95.0,8,15,6,10,4,11,2,0,2.0,1696.0,13,8,0,2,2.1,0,0,0.0
Fritz T.,32.0,72,71,47,45,64,58,4,3,1.0,1354.0,54,44,1,10,1.61,Kecmanovic M.,66.0,14,12,7,5,12,9,2,0,1.0,1873.0,9,11,1,0,2.3,0,0,0.0
De Minaur A.,34.0,43,35,37,22,34,25,3,1,1.0,1822.0,28,21,2,3,1.9,Opelka R.,57.0,25,28,21,17,22,24,6,2,1.0,1879.0,35,31,1,1,1.9,1,0,0.0
Fritz T.,32.0,73,71,48,45,65,58,5,3,1.0,2174.0,55,44,1,10,1.36,Norrie C.,54.0,35,36,21,16,31,28,6,1,2.0,1538.0,23,20,0,0,3.2,1,1,0.0
Fritz T.,32.0,74,71,49,45,66,58,6,3,0.0,2270.0,55,44,1,10,2.1,De Minaur A.,34.0,44,35,38,22,35,25,4,1,1.0,2222.0,29,22,2,3,1.72,0,0,1.0
Moutet C.,80.0,7,16,6,11,3,11,0,0,6.0,1123.0,11,6,1,1,1.4,Stebe C.M.,455.0,6,15,3,7,5,10,0,0,7.0,403.0,1,8,0,0,2.75,0,0,1.0
Gulbis E.,130.0,111,106,38,34,89,84,2,1,6.0,1032.0,70,73,4,1,2.62,Vesely J.,142.0,100,121,44,49,81,97,0,0,5.0,1293.0,79,91,4,3,1.44,0,2,1.0
Carballes Baena R.,74.0,40,48,34,35,38,41,1,1,3.0,1306.0,29,28,0,3,1.33,Lorenzi P.,114.0,88,135,51,64,76,111,1,3,5.0,1786.0,60,81,1,3,3.25,1,1,0.0
Andujar P.,79.0,70,98,50,47,63,81,1,1,6.0,1622.0,37,48,3,0,1.72,Novak D.,120.0,6,12,3,5,4,8,0,0,4.0,1421.0,5,11,1,0,2.0,0,0,0.0
Fabbiano T.,90.0,24,49,4,15,15,37,0,0,6.0,1157.0,19,34,5,0,1.66,Ehrat S.,386.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,2.1,0,0,0.0
Travaglia S.,98.0,7,15,3,5,5,9,0,0,3.0,784.0,6,16,0,6,1.53,Galan D.E.,215.0,4,3,4,2,4,3,0,0,100.0,837.0,3,1,0,0,2.37,0,0,0.0
Munar J.,89.0,25,31,19,18,23,25,1,1,8.0,1357.0,26,18,2,0,1.28,Jaziri M.,103.0,74,112,20,26,66,92,0,0,22.0,1077.0,52,71,4,7,3.5,0,0,0.0
Robredo T.,167.0,110,85,56,40,84,70,0,0,330.0,2302.0,64,68,7,1,1.72,Moroni G.,265.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,2.0,0,0,1.0
Sousa J.,49.0,158,184,61,66,134,159,4,3,4.0,1741.0,102,107,9,2,1.4,Darcis S.,198.0,33,49,5,12,25,33,0,0,7.0,722.0,20,27,2,2,2.75,0,0,0.0
Daniel T.,111.0,36,65,25,33,32,52,2,2,7.0,1446.0,30,35,2,2,1.72,Baldi F.,149.0,0,2,0,2,0,2,0,0,82.0,1131.0,0,1,0,0,2.0,0,0,0.0
Ramos-Vinolas A.,85.0,118,132,75,65,99,112,1,1,3.0,1369.0,72,97,6,7,1.57,Laaksonen H.,112.0,24,31,14,16,22,27,2,3,7.0,1496.0,17,18,0,10,2.25,0,0,0.0
Istomin D.,107.0,112,141,28,40,94,116,3,4,8.0,1315.0,90,96,4,8,1.8,Huesler M.A.,271.0,1,1,1,1,1,1,1,1,362.0,423.0,1,2,0,0,1.9,0,0,0.0
Carballes Baena R.,74.0,41,48,35,35,39,41,2,1,2.0,1271.0,29,29,0,3,1.57,Travaglia S.,98.0,8,15,4,5,6,9,1,0,2.0,800.0,7,16,0,6,2.25,0,0,0.0
Vesely J.,142.0,101,121,45,49,82,97,1,0,2.0,805.0,81,91,4,3,1.44,Stebe C.M.,455.0,7,15,4,7,6,10,1,0,2.0,690.0,1,8,0,0,2.62,1,0,1.0
Sonego L.,52.0,19,20,11,14,17,15,0,0,23.0,1506.0,19,20,1,0,1.4,Fabbiano T.,90.0,25,49,5,15,16,37,1,0,2.0,656.0,20,34,5,0,2.75,0,0,1.0
Verdasco F.,30.0,188,166,79,57,151,139,0,0,7.0,1974.0,131,130,10,9,1.72,Ramos-Vinolas A.,85.0,119,132,76,65,100,112,2,1,1.0,1154.0,72,97,6,7,2.0,2,2,1.0
Andujar P.,79.0,71,98,51,47,64,81,2,1,3.0,1188.0,37,48,3,0,1.44,Daniel T.,111.0,37,65,26,33,33,52,3,2,2.0,888.0,30,35,2,2,2.62,0,0,0.0
Lajovic D.,26.0,102,123,62,57,87,101,1,2,4.0,1492.0,63,85,1,3,1.22,Istomin D.,107.0,113,141,29,40,95,116,4,4,2.0,681.0,91,96,4,8,4.0,0,0,0.0
Sousa J.,49.0,159,184,62,66,135,159,5,3,2.0,1231.0,102,107,9,2,1.44,Moroni G.,265.0,1,0,1,0,1,0,1,0,2.0,492.0,0,0,0,0,2.62,0,0,0.0
Bautista Agut R.,13.0,133,69,37,24,102,56,5,2,13.0,14015.0,65,65,4,7,1.3,Munar J.,89.0,26,31,20,18,24,25,2,1,2.0,1177.0,26,19,2,0,3.4,1,0,0.0
Carballes Baena R.,74.0,42,48,36,35,40,41,3,1,2.0,1338.0,29,29,0,3,2.2,Ramos-Vinolas A.,85.0,120,132,77,65,101,112,3,1,2.0,1974.0,73,97,6,7,1.66,2,3,1.0
Lajovic D.,26.0,103,123,63,57,88,101,2,2,1.0,1990.0,64,86,1,3,1.8,Andujar P.,79.0,72,98,52,47,65,81,3,1,1.0,1230.0,38,48,3,0,2.0,1,3,1.0
Bautista Agut R.,13.0,134,69,38,24,103,56,6,2,1.0,2940.0,66,65,4,7,1.28,Sousa J.,49.0,160,184,63,66,136,159,6,3,1.0,1126.0,102,107,9,2,3.75,2,0,1.0
Fabbiano T.,90.0,26,49,6,15,17,37,2,0,3.0,1568.0,21,34,5,0,1.9,Stebe C.M.,455.0,8,15,5,7,7,10,2,0,3.0,403.0,2,8,0,0,1.9,0,0,1.0
Andujar P.,79.0,73,98,53,47,66,81,4,1,1.0,2168.0,39,48,3,0,2.3,Ramos-Vinolas A.,85.0,121,132,78,65,102,112,4,1,1.0,1401.0,73,97,6,7,1.61,2,0,1.0
Sousa J.,49.0,161,184,64,66,137,159,7,3,1.0,3285.0,103,107,9,2,1.3,Stebe C.M.,455.0,9,15,6,7,8,10,3,0,0.0,634.0,2,8,0,0,3.5,0,0,1.0
Ramos-Vinolas A.,85.0,122,132,79,65,103,112,5,1,1.0,1351.0,74,97,6,7,1.25,Stebe C.M.,455.0,10,15,7,7,9,10,4,0,1.0,985.0,2,8,0,0,4.0,0,0,0.0
Klizan M.,62.0,109,119,59,43,96,96,5,0,6.0,1270.0,73,68,5,4,1.44,Altmaier D.,415.0,2,3,0,2,2,3,0,1,728.0,1062.0,3,2,0,0,2.62,0,0,0.0
Fucsovics M.,50.0,51,54,16,19,45,44,0,1,18.0,3715.0,34,33,0,9,2.1,Kohlschreiber P.,72.0,198,151,89,52,168,125,5,3,21.0,13300.0,124,114,1,3,1.66,0,1,0.0
Paire B.,28.0,168,172,65,56,135,146,1,3,14.0,2878.0,121,110,9,8,1.66,Chardy J.,77.0,156,161,46,49,122,135,0,1,3.0,1595.0,128,121,7,5,2.1,0,0,1.0
Garin C.,37.0,22,17,20,11,21,12,0,0,5.0,1944.0,21,13,0,0,1.61,Rublev A.,78.0,52,61,11,14,43,52,0,1,4.0,1992.0,33,38,2,6,2.2,0,1,1.0
Mayer L.,51.0,120,124,67,58,97,101,9,2,3.0,2200.0,97,80,2,6,1.36,Molleker R.,150.0,3,8,2,4,3,6,1,2,34.0,831.0,3,6,0,0,3.0,0,0,1.0
Basilashvili N.,16.0,75,86,25,27,62,70,5,1,19.0,2820.0,57,54,4,6,1.72,Dellien H.,87.0,9,11,9,10,8,9,0,0,5.0,1410.0,4,7,0,0,2.0,0,0,0.0
Struff J.L.,36.0,108,128,38,47,94,104,1,3,17.0,2150.0,72,99,5,5,1.66,Monteiro T.,91.0,27,44,23,29,25,38,3,2,7.0,1100.0,25,24,1,3,2.1,0,1,0.0
Ruud C.,69.0,24,26,23,17,20,21,0,1,7.0,1462.0,11,16,2,0,1.44,Haase R.,86.0,129,160,49,55,118,133,0,0,7.0,1457.0,101,123,3,7,2.62,0,1,0.0
Gasquet R.,65.0,223,125,49,30,171,100,1,1,4.0,1765.0,127,98,6,4,1.36,Nagal S.,207.0,0,1,0,0,0,1,0,0,567.0,460.0,0,0,0,0,3.0,0,0,0.0
Thiem D.,4.0,241,133,124,41,187,110,2,1,21.0,5425.0,151,120,6,6,1.25,Cuevas P.,47.0,132,113,94,54,115,91,5,3,5.0,1814.0,88,98,3,2,3.75,4,2,0.0
Londero J.I.,56.0,18,15,17,13,15,13,0,0,2.0,1685.0,10,13,1,0,1.44,Davidovich Fokina A.,127.0,3,6,3,5,3,5,0,0,8.0,876.0,2,7,0,0,2.62,0,0,0.0
Carreno Busta P.,59.0,108,74,50,34,83,61,2,1,7.0,1660.0,75,56,4,8,1.66,Hanfmann Y.,223.0,8,11,7,8,8,9,0,0,57.0,8229.0,9,9,0,0,2.1,0,0,0.0
Zverev A.,5.0,194,99,70,30,165,82,0,1,22.0,4853.0,127,85,10,2,1.4,Jarry N.,38.0,43,42,30,20,41,33,3,1,2.0,1685.0,45,37,0,8,2.75,1,1,0.0
Djere L.,31.0,39,39,33,19,35,31,0,0,3.0,1531.0,33,30,0,8,2.1,Krajinovic F.,58.0,44,49,10,9,39,38,0,0,6.0,1169.0,26,35,3,2,1.66,0,0,1.0
Cecchinato M.,63.0,39,62,29,36,34,52,0,2,8.0,1710.0,33,35,1,7,2.62,Delbonis F.,67.0,106,118,82,64,99,96,3,1,3.0,1686.0,82,86,2,2,1.44,0,1,1.0
